,Latitude,Longitude
1245,44.65,-63.58
1246,54.93,-129.93
1247,48.77,-72.72
1248,45.78,-66.15
1249,51.30,-116.98
1250,48.52,-71.25
1251,45.03,-72.67
1252,48.30,-123.53
1253,43.83,-65.87
1254,49.08,-87.05
1255,51.50,-114.32
1256,49.97,-97.78
1257,44.55,-80.47
1258,52.19,-128.11
1259,49.47,-117.52
1260,44.42,-65.05
1261,49.20,-123.03
1262,49.22,-122.63
1263,48.50,-123.40
1264,46.33,-66.72
1265,45.32,-73.78
1266,51.40,-90.12
1267,45.05,-77.87
1268,51.11,-114.37
1269,68.47,-66.82
1270,51.35,-116.50
1271,68.78,-81.24
1272,52.33,-109.95
1273,50.26,-121.61
1274,45.72,-65.52
1275,45.60,-66.57
1276,49.56,-99.07
1277,54.03,-115.72
1278,51.05,-120.22
1279,52.75,-121.40
1280,53.62,-115.58
1281,42.33,-83.02
1282,53.57,-113.52
1283,51.43,-107.50
1284,54.68,-126.98
1285,49.25,-122.78
1286,45.72,-73.38
1287,58.05,-103.17
1288,52.18,-122.05
1289,50.15,-114.86
1290,48.30,-123.53
1291,49.15,-122.79
1292,44.23,-78.37
1293,42.31,-82.03
1294,43.64,-79.35
1295,48.42,-123.63
1296,57.32,-98.10
1297,49.82,-104.18
1298,48.42,-71.08
1299,49.42,-90.90
1300,43.47,-80.52
1301,45.27,-72.67
1302,58.37,-109.52
1303,48.68,-123.60
1304,46.03,-73.43
1305,49.77,-84.52
1306,44.55,-79.67
1307,53.77,-112.85
1308,43.77,-79.48
1309,49.25,-124.82
1310,44.05,-64.72
1311,53.62,-115.89
1312,50.80,-110.69
1313,73.67,-78.29
1314,49.02,-117.58
1315,51.97,-110.03
1316,48.48,-123.55
1317,50.65,-116.02
1318,64.03,-111.17
1319,51.75,-99.90
1320,46.67,-71.92
1321,49.80,-97.15
1322,53.87,-132.73
1323,61.05,-69.62
1324,48.65,-93.44
1325,49.77,-74.53
1326,49.78,-75.87
1327,49.77,-77.82
1328,55.83,-108.43
1329,50.07,-112.10
1330,49.28,-121.97
1331,43.97,-59.77
1332,51.27,-117.50
1333,51.30,-116.98
1334,42.38,-82.20
1335,50.60,-104.03
1336,58.40,-114.75
1337,59.63,-117.17
1338,54.12,-122.65
1339,50.70,-121.92
1340,48.30,-78.92
1341,44.60,-78.77
1342,52.57,-113.57
1343,48.43,-123.44
1344,48.22,-68.47
1345,53.56,-64.11
1346,54.30,-119.67
1347,42.98,-81.22
1348,52.80,-67.08
1349,53.92,-115.25
1350,49.08,-57.20
1351,52.53,-122.29
1352,43.91,-79.06
1353,45.33,-71.62
1354,49.40,-54.27
1355,44.10,-79.78
1356,55.07,-126.53
1357,50.22,-64.21
1358,67.82,-115.14
1359,49.15,-103.75
1360,49.48,-111.45
1361,48.57,-81.38
1362,50.95,-116.98
1363,54.75,-116.07
1364,58.88,-113.22
1365,51.63,-103.53
1366,42.76,-82.45
1367,51.29,-108.41
1368,51.68,-127.25
1369,45.05,-74.75
1370,47.65,-69.52
1371,48.53,-58.55
1372,66.15,-65.71
1373,49.25,-124.80
1374,45.50,-67.12
1375,53.49,-130.64
1376,51.27,-101.40
1377,50.22,-121.58
1378,50.52,-120.98
1379,49.18,-98.08
1380,48.43,-71.14
1381,48.53,-123.46
1382,51.28,-111.88
1383,64.08,-141.00
1384,76.43,-82.91
1385,51.98,-103.92
1386,45.42,-63.45
1387,47.85,-66.85
1388,43.93,-77.05
1389,50.23,-121.58
1390,49.25,-91.13
1391,47.58,-52.73
1392,54.98,-85.43
1393,48.05,-77.78
1394,50.19,-61.81
1395,44.49,-81.36
1396,45.22,-71.87
1397,49.48,-123.97
1398,44.36,-64.30
1399,66.52,-86.22
1400,50.98,-127.73
1401,51.98,-101.18
1402,45.53,-65.83
1403,44.68,-79.93
1404,54.05,-111.82
1405,45.07,-64.53
1406,69.44,-133.00
1407,48.01,-65.33
1408,49.43,-123.62
1409,55.00,-129.75
1410,49.23,-65.73
1411,47.67,-72.27
1412,69.43,-133.02
1413,48.31,-67.25
1414,54.13,-108.43
1415,44.20,-81.60
1416,43.86,-78.94
1417,53.78,-122.85
1418,57.87,-130.02
1419,44.10,-79.43
1420,50.75,-116.71
1421,47.07,-70.53
1422,45.92,-65.82
1423,46.20,-61.30
1424,49.98,-56.18
1425,50.96,-118.18
1426,50.34,-105.55
1427,45.80,-74.98
1428,43.13,-80.38
1429,52.37,-110.25
1430,49.70,-124.97
1431,49.53,-120.43
1432,50.45,-122.93
1433,52.92,-123.62
1434,50.90,-112.20
1435,48.78,-123.13
1436,58.74,-94.07
1437,53.67,-113.85
1438,47.82,-67.75
1439,53.15,-101.10
1440,58.77,-111.12
1441,45.53,-75.42
1442,49.90,-109.48
1443,56.45,-111.05
1444,55.49,-116.46
1445,43.92,-78.67
1446,52.77,-108.29
1447,44.34,-78.74
1448,49.98,-100.58
1449,45.77,-74.68
1450,58.35,-119.70
1451,45.43,-79.49
1452,57.04,-111.56
1453,43.20,-79.15
1454,49.45,-117.48
1455,51.63,-109.47
1456,43.65,-79.55
1457,45.27,-72.17
1458,46.43,-63.93
1459,49.37,-123.13
1460,48.21,-78.84
1461,53.21,-105.68
1462,52.07,-127.95
1463,43.93,-79.95
1464,44.75,-65.52
1465,45.19,-76.11
1466,52.97,-113.90
1467,45.15,-72.58
1468,46.35,-72.67
1469,53.02,-119.23
1470,53.03,-100.93
1471,49.88,-97.12
1472,48.54,-123.50
1473,43.93,-79.52
1474,44.23,-79.78
1475,69.60,-130.91
1476,55.90,-99.37
1477,48.33,-67.90
1478,53.86,-94.65
1479,50.30,-112.86
1480,47.58,-69.85
1481,44.63,-64.08
1482,51.08,-98.78
1483,49.00,-113.67
1484,47.42,-53.54
1485,43.03,-81.92
1486,43.97,-78.18
1487,49.25,-65.32
1488,48.51,-123.51
1489,59.27,-114.00
1490,52.39,-126.59
1491,44.57,-75.88
1492,54.32,-130.29
1493,49.21,-102.97
1494,79.97,-99.15
1495,49.60,-101.72
1496,42.31,-82.08
1497,54.28,-107.78
1498,53.66,-113.36
1499,47.22,-53.50
1500,43.96,-79.57
1501,50.55,-103.65
1502,49.18,-100.70
1503,49.24,-121.76
1504,54.00,-111.28
1505,48.08,-84.55
1506,47.83,-77.37
1507,54.79,-110.06
1508,47.07,-70.91
1509,49.17,-121.92
1510,49.79,-94.36
1511,46.11,-64.68
1512,47.82,-83.35
1513,63.28,-130.18
1514,49.77,-124.32
1515,48.67,-78.70
1516,64.23,-76.53
1517,48.93,-64.65
1518,44.40,-78.98
1519,47.50,-79.67
1520,56.03,-113.83
1521,54.03,-124.22
1522,48.55,-58.92
1523,51.58,-113.83
1524,50.22,-104.67
1525,46.15,-60.20
1526,49.10,-100.23
1527,60.77,-135.12
1528,49.05,-101.18
1529,44.75,-80.08
1530,45.18,-72.57
1531,50.62,-120.32
1532,51.21,-102.46
1533,68.64,-95.85
1534,53.00,-111.52
1535,44.05,-77.30
1536,55.33,-115.42
1537,46.23,-74.05
1538,46.48,-80.85
1539,49.83,-114.88
1540,49.21,-57.39
1541,51.47,-78.76
1542,54.32,-126.80
1543,49.05,-123.87
1544,49.10,-66.70
1545,44.23,-78.32
1546,55.92,-120.07
1547,57.70,-103.95
1548,47.58,-65.90
1549,50.11,-122.94
1550,50.40,-98.55
1551,54.40,-116.82
1552,44.33,-66.12
1553,48.05,-53.10
1554,46.20,-77.70
1555,49.02,-112.95
1556,53.60,-110.23
1557,50.58,-127.08
1558,51.38,-56.10
1559,45.97,-66.87
1560,43.78,-79.47
1561,54.40,-116.80
1562,49.86,-119.55
1563,53.22,-114.95
1564,45.03,-74.72
1565,49.12,-122.92
1566,47.57,-65.05
1567,46.20,-82.28
1568,42.88,-81.20
1569,52.45,-117.45
1570,45.31,-72.24
1571,50.41,-104.58
1572,49.15,-113.55
1573,45.50,-72.43
1574,44.32,-76.20
1575,56.07,-118.38
1576,49.00,-123.13
1577,49.05,-113.92
1578,51.72,-110.50
1579,49.05,-98.97
1580,43.43,-80.50
1581,46.68,-76.03
1582,66.98,-136.22
1583,66.37,-136.72
1584,54.30,-130.33
1585,51.42,-110.15
1586,49.02,-123.58
1587,56.88,-116.56
1588,49.20,-119.82
1589,49.35,-100.57
1590,50.73,-113.92
1591,58.84,-122.60
1592,49.22,-122.71
1593,51.67,-126.75
1594,43.05,-80.88
1595,50.62,-99.47
1596,48.52,-123.43
1597,44.07,-77.73
1598,49.67,-103.85
1599,49.47,-120.51
1600,54.58,-128.43
1601,43.83,-79.35
1602,53.23,-114.65
1603,49.42,-123.23
1604,58.74,-94.06
1605,47.25,-84.40
1606,50.45,-119.18
1607,49.12,-113.83
1608,52.82,-110.87
1609,46.30,-83.92
1610,50.72,-77.68
1611,53.98,-126.38
1612,48.55,-69.25
1613,46.88,-53.97
1614,43.52,-80.23
1615,44.25,-80.47
1616,49.42,-121.55
1617,48.58,-123.52
1618,58.32,-110.28
1619,44.23,-76.45
1620,55.33,-119.40
1621,43.18,-79.40
1622,45.63,-61.40
1623,51.12,-100.70
1624,47.60,-68.80
1625,43.12,-80.57
1626,50.38,-104.17
1627,54.05,-114.67
1628,49.28,-122.33
1629,43.30,-81.52
1630,51.90,-68.17
1631,68.60,-91.95
1632,44.17,-80.52
1633,46.07,-62.60
1634,48.00,-66.68
1635,42.67,-80.88
1636,43.15,-81.53
1637,52.11,-110.80
1638,53.68,-124.83
1639,54.83,-127.18
1640,45.53,-78.27
1641,46.47,-81.00
1642,45.12,-77.25
1643,43.25,-79.07
1644,48.47,-90.72
1645,69.45,-134.83
1646,43.75,-79.55
1647,54.14,-115.79
1648,43.77,-81.70
1649,44.18,-64.67
1650,42.99,-79.26
1651,47.57,-52.70
1652,50.63,-97.05
1653,59.25,-105.83
1654,60.88,-135.18
1655,50.03,-101.58
1656,50.48,-108.75
1657,49.53,-113.43
1658,44.70,-76.20
1659,53.07,-106.98
1660,49.25,-122.73
1661,51.14,-121.50
1662,55.95,-112.03
1663,50.31,-122.73
1664,43.95,-78.15
1665,48.78,-79.10
1666,50.70,-112.65
1667,68.65,-101.73
1668,43.57,-79.65
1669,50.33,-105.35
1670,57.65,-117.42
1671,46.05,-74.28
1672,43.99,-64.66
1673,43.22,-79.75
1674,51.90,-120.78
1675,49.93,-96.85
1676,45.05,-76.78
1677,48.48,-68.15
1678,65.95,-130.47
1679,48.50,-123.35
1680,44.88,-63.50
1681,45.35,-71.70
1682,47.42,-74.87
1683,44.33,-80.55
1684,44.76,-79.88
1685,49.45,-123.24
1686,51.29,-80.61
1687,51.60,-127.86
1688,44.20,-77.72
1689,50.57,-122.65
1690,49.22,-117.68
1691,53.77,-110.42
1692,58.22,-62.58
1693,54.13,-112.15
1694,48.22,-78.38
1695,50.75,-100.82
1696,49.97,-107.58
1697,76.42,-82.90
1698,49.22,-123.95
1699,49.78,-74.87
1700,51.59,-110.75
1701,53.26,-113.17
1702,45.47,-73.74
1703,50.47,-122.93
1704,43.65,-79.37
1705,49.12,-119.68
1706,48.76,-123.29
1707,52.70,-110.13
1708,50.18,-125.18
1709,43.53,-79.73
1710,46.43,-81.15
1711,44.05,-79.30
1712,48.42,-123.39
1713,53.93,-122.68
1714,44.63,-79.67
1715,47.83,-83.43
1716,46.12,-66.78
1717,50.50,-116.03
1718,45.22,-72.50
1719,56.08,-118.53
1720,45.80,-73.00
1721,47.13,-78.62
1722,50.70,-57.42
1723,48.88,-67.12
1724,52.68,-116.70
1725,44.62,-65.57
1726,76.23,-119.32
1727,45.48,-77.50
1728,48.77,-92.62
1729,69.22,-77.25
1730,54.14,-115.79
1731,43.65,-79.47
1732,55.08,-59.19
1733,45.18,-62.00
1734,50.72,-113.98
1735,50.18,-112.43
1736,44.90,-78.30
1737,45.53,-76.05
1738,52.52,-100.92
1739,50.22,-97.32
1740,44.22,-65.23
1741,47.10,-55.75
1742,48.61,-124.75
1743,45.83,-66.43
1744,56.37,-117.00
1745,49.15,-100.37
1746,69.11,-105.14
1747,44.20,-79.57
1748,60.84,-115.78
1749,44.90,-63.83
1750,45.03,-72.85
1751,51.07,-110.32
1752,44.47,-80.08
1753,43.05,-79.37
1754,53.55,-112.75
1755,54.75,-110.05
1756,43.92,-78.65
1757,54.87,-108.17
1758,48.41,-123.33
1759,48.68,-66.78
1760,61.59,-71.93
1761,49.40,-123.21
1762,44.57,-80.49
1763,49.25,-98.00
1764,47.75,-65.07
1765,44.60,-77.42
1766,48.62,-80.90
1767,49.09,-123.80
1768,46.75,-71.27
1769,49.80,-124.52
1770,56.08,-121.97
1771,49.26,-122.84
1772,60.82,-135.22
1773,51.20,-114.43
1774,53.25,-131.81
1775,48.88,-124.22
1776,44.58,-78.52
1777,52.04,-111.81
1778,45.13,-75.72
1779,42.92,-81.22
1780,45.41,-73.05
1781,49.28,-122.88
1782,56.80,-105.35
1783,45.61,-61.68
1784,49.28,-123.05
1785,43.67,-79.70
1786,55.08,-59.19
1787,47.16,-67.84
1788,49.18,-122.48
1789,55.00,-121.03
1790,46.43,-81.62
1791,50.25,-100.03
1792,51.52,-107.25
1793,49.33,-123.15
1794,45.37,-63.30
1795,43.80,-79.23
1796,45.15,-62.93
1797,48.60,-123.35
1798,48.40,-77.08
1799,53.46,-111.26
1800,55.05,-119.57
1801,45.43,-75.52
1802,49.94,-113.74
1803,52.75,-67.33
1804,50.80,-100.83
1805,45.10,-66.73
1806,63.05,-140.93
1807,45.32,-74.47
1808,51.94,-110.71
1809,45.60,-75.27
1810,49.90,-118.08
1811,44.88,-63.51
1812,58.82,-122.70
1813,44.03,-79.62
1814,52.33,-67.37
1815,50.80,-120.13
1816,53.33,-103.13
1817,56.80,-124.90
1818,51.37,-105.53
1819,46.18,-72.20
1820,47.73,-70.73
1821,49.35,-89.37
1822,60.02,-70.00
1823,46.03,-73.12
1824,46.14,-80.31
1825,49.78,-74.87
1826,50.77,-104.93
1827,54.73,-127.02
1828,47.56,-71.23
1829,43.86,-79.37
1830,43.86,-79.37
1831,73.01,-85.05
1832,48.62,-93.40
1833,43.70,-65.32
1834,50.53,-59.50
1835,53.97,-101.10
1836,46.25,-71.22
1837,50.28,-97.17
1838,62.20,-75.63
1839,45.60,-75.90
1840,49.23,-124.80
1841,49.37,-124.50
1842,49.62,-113.82
1843,47.38,-61.87
1844,44.16,-80.76
1845,52.63,-114.23
1846,48.50,-89.22
1847,44.23,-78.37
1848,44.08,-77.67
1849,48.67,-53.11
1850,43.32,-81.50
1851,64.19,-83.36
1852,48.62,-123.53
1853,45.43,-76.65
1854,43.45,-65.47
1855,49.03,-123.07
1856,67.83,-115.12
1857,48.70,-58.23
1858,50.57,-116.23
1859,45.44,-71.69
1860,50.03,-100.23
1861,51.32,-77.02
1862,49.92,-102.03
1863,48.57,-123.39
1864,51.02,-111.22
1865,48.60,-123.43
1866,53.42,-111.73
1867,53.44,-109.72
1868,53.52,-60.15
1869,44.52,-79.59
1870,55.02,-118.80
1871,54.78,-97.00
1872,58.65,-124.24
1873,51.95,-112.95
1874,49.82,-109.67
1875,61.13,-100.88
1876,55.22,-117.50
1877,51.17,-119.82
1878,51.30,-97.57
1879,54.15,-125.73
1880,47.95,-69.38
1881,49.88,-71.27
1882,61.63,-125.80
1883,43.97,-79.98
1884,49.88,-97.28
1885,51.45,-90.21
1886,45.97,-81.48
1887,50.65,-114.62
1888,45.25,-81.67
1889,48.47,-84.42
1890,49.30,-101.53
1891,50.13,-91.87
1892,52.32,-106.10
1893,49.20,-122.77
1894,47.92,-74.62
1895,49.33,-120.52
1896,58.65,-117.57
1897,49.11,-66.65
1898,49.00,-100.05
1899,68.54,-89.81
1900,43.33,-80.32
1901,55.62,-118.95
1902,55.65,-104.73
1903,54.04,-128.68
1904,52.36,-97.02
1905,47.57,-69.38
1906,51.67,-105.40
1907,49.18,-122.93
1908,48.55,-89.40
1909,53.37,-131.93
1910,51.06,-113.99
1911,50.67,-121.88
1912,53.55,-116.50
1913,59.20,-117.52
1914,49.27,-109.70
1915,44.02,-77.13
1916,49.33,-55.40
1917,49.60,-56.00
1918,55.42,-129.82
1919,52.48,-115.77
1920,54.81,-66.81
1921,53.73,-122.32
1922,49.22,-123.98
1923,56.00,-123.90
1924,43.12,-79.83
1925,45.03,-73.90
1926,44.15,-79.07
1927,50.15,-115.82
1928,49.05,-111.32
1929,45.25,-72.85
1930,49.28,-112.54
1931,49.08,-121.98
1932,50.27,-117.78
1933,50.23,-121.57
1934,50.72,-121.33
1935,62.18,-92.60
1936,49.12,-98.80
1937,50.90,-101.72
1938,44.52,-76.08
1939,56.33,-103.28
1940,64.23,-140.35
1941,49.60,-117.05
1942,43.42,-81.33
1943,58.28,-128.50
1944,64.05,-139.47
1945,54.63,-124.70
1946,53.48,-107.55
1947,48.55,-123.42
1948,55.69,-121.63
1949,50.05,-105.22
1950,50.51,-114.01
1951,49.82,-119.48
1952,47.63,-65.74
1953,48.17,-58.87
1954,53.44,-91.76
1955,43.18,-79.23
1956,53.25,-122.33
1957,51.30,-121.40
1958,52.33,-110.51
1959,53.33,-104.00
1960,43.97,-81.12
1961,62.85,-69.88
1962,59.43,-114.90
1963,49.65,-108.42
1964,48.22,-78.87
1965,43.12,-79.25
1966,49.17,-122.25
1967,54.92,-114.20
1968,43.95,-78.17
1969,56.65,-111.22
1970,52.30,-114.27
1971,55.53,-123.65
1972,49.54,-117.65
1973,52.18,-102.67
1974,47.62,-65.65
1975,51.08,-106.97
1976,44.43,-65.20
1977,53.65,-111.98
1978,45.35,-73.53
1979,50.43,-104.67
1980,52.83,-110.88
1981,53.15,-103.32
1982,45.32,-71.53
1983,49.85,-97.28
1984,49.23,-100.05
1985,52.15,-125.28
1986,43.90,-78.87
1987,63.60,-113.86
1988,49.28,-123.05
1989,53.35,-117.87
1990,64.12,-117.31
1991,49.22,-101.75
1992,42.45,-81.88
1993,48.52,-68.37
1994,57.83,-129.98
1995,47.37,-70.62
1996,61.59,-71.93
1997,45.33,-73.25
1998,50.96,-110.01
1999,45.67,-79.78
2000,46.27,-73.02
2001,48.93,-89.35
2002,45.45,-71.50
2003,51.00,-118.65
2004,48.42,-78.73
2005,55.30,-119.58
2006,50.20,-116.97
2007,52.28,-112.17
2008,44.57,-65.63
2009,55.53,-102.35
2010,47.85,-69.87
2011,46.48,-81.05
2012,53.60,-106.05
2013,49.67,-115.96
2014,49.55,-98.20
2015,45.47,-76.22
2016,46.21,-72.45
2017,49.35,-123.25
2018,49.35,-54.87
2019,50.18,-112.12
2020,57.03,-122.52
2021,51.13,-106.58
2022,51.47,-112.72
2023,49.88,-113.97
2024,47.45,-69.78
2025,50.15,-120.65
2026,46.37,-72.60
2027,52.78,-112.43
2028,58.93,-116.22
2029,43.42,-79.77
2030,46.10,-60.75
2031,46.90,-67.38
2032,48.47,-123.33
2033,49.60,-83.17
2034,54.00,-97.80
2035,48.78,-54.21
2036,55.57,-121.23
2037,63.23,-101.76
2038,51.63,-114.42
2039,49.95,-97.60
2040,49.38,-126.54
2041,52.42,-111.78
2042,51.72,-99.55
2043,43.57,-79.55
2044,43.73,-79.57
2045,45.63,-73.85
2046,47.37,-68.33
2047,54.20,-119.88
2048,49.30,-88.32
2049,49.23,-103.23
2050,45.60,-64.95
2051,54.28,-130.38
2052,45.32,-63.65
2053,60.03,-77.27
2054,49.80,-124.32
2055,50.50,-98.02
2056,50.13,-113.10
2057,49.08,-103.50
2058,45.33,-71.57
2059,49.63,-112.80
2060,43.97,-80.75
2061,43.93,-60.02
2062,48.61,-86.29
2063,43.15,-81.20
2064,46.75,-67.47
2065,49.40,-63.55
2066,44.40,-76.91
2067,49.78,-123.16
2068,44.10,-79.16
2069,46.42,-73.02
2070,62.42,-110.69
2071,54.30,-113.52
2072,42.70,-80.45
2073,49.65,-96.17
2074,50.33,-121.55
2075,49.47,-123.77
2076,49.85,-64.45
2077,52.23,-117.17
2078,54.00,-128.70
2079,49.18,-123.09
2080,46.70,-81.57
2081,46.37,-73.35
2082,55.72,-116.95
2083,49.31,-124.43
2084,55.72,-120.13
2085,44.32,-79.90
2086,43.87,-78.83
2087,50.87,-56.12
2088,46.82,-60.67
2089,46.55,-63.97
2090,47.57,-59.15
2091,49.78,-99.64
2092,53.01,-78.83
2093,49.77,-114.83
2094,48.63,-71.72
2095,50.80,-96.95
2096,45.65,-72.68
2097,42.67,-80.60
2098,47.33,-54.59
2099,53.18,-111.27
2100,61.09,-94.07
2101,42.30,-83.03
2102,49.78,-113.30
2103,53.66,-110.08
2104,52.80,-106.57
2105,46.25,-63.13
2106,54.55,-94.48
2107,51.10,-114.43
2108,52.65,-113.62
2109,42.67,-81.22
2110,43.19,-79.17
2111,61.05,-123.37
2112,47.97,-84.78
2113,44.33,-81.58
2114,52.17,-106.72
2115,43.09,-79.55
2116,53.69,-113.62
2117,49.05,-122.77
2118,50.37,-126.00
2119,50.38,-118.78
2120,45.35,-75.65
2121,44.27,-66.12
2122,49.22,-122.60
2123,50.60,-120.32
2124,52.65,-103.15
2125,51.42,-105.25
2126,44.48,-78.95
2127,52.38,-122.08
2128,56.25,-117.28
2129,44.93,-64.03
2130,51.45,-112.70
2131,53.03,-114.70
2132,50.87,-110.18
2133,53.15,-115.90
2134,53.35,-110.42
2135,50.02,-56.77
2136,49.80,-126.42
2137,54.13,-115.68
2138,50.28,-65.97
2139,55.63,-110.83
2140,55.54,-122.48
2141,53.72,-113.18
2142,43.13,-80.27
2143,49.18,-98.10
2144,52.95,-105.02
2145,50.72,-119.03
2146,48.43,-89.22
2147,68.75,-101.85
2148,60.10,-71.07
2149,44.12,-79.77
2150,52.03,-100.65
2151,65.21,-123.44
2152,47.00,-65.57
2153,45.32,-60.97
2154,44.53,-64.57
2155,47.50,-53.02
2156,45.57,-72.67
2157,50.07,-110.77
2158,68.64,-95.85
2159,46.30,-72.06
2160,55.73,-97.85
2161,45.25,-74.96
2162,50.17,-113.87
2163,49.70,-99.55
2164,48.43,-123.53
2165,45.50,-76.10
2166,62.12,-136.19
2167,50.97,-102.27
2168,53.13,-119.85
2169,51.47,-112.87
2170,43.20,-79.63
2171,49.92,-114.13
2172,68.67,-97.80
2173,52.12,-112.16
2174,45.73,-60.62
2175,49.73,-77.63
2176,47.97,-71.42
2177,46.25,-71.52
2178,72.77,-118.50
2179,52.15,-122.17
2180,49.10,-116.53
2181,48.97,-55.53
2182,49.40,-123.15
2183,55.30,-123.17
2184,52.82,-119.25
2185,51.50,-113.42
2186,52.07,-116.42
2187,43.80,-79.87
2188,50.70,-108.22
2189,69.02,-134.68
2190,47.78,-59.23
2191,61.47,-135.78
2192,53.43,-113.18
2193,49.72,-102.03
2194,43.65,-79.55
2195,45.03,-74.68
2196,51.65,-113.08
2197,53.51,-112.10
2198,51.60,-110.23
2199,51.05,-115.08
2200,52.72,-113.77
2201,49.50,-57.92
2202,44.32,-80.63
2203,49.11,-53.58
2204,49.18,-100.33
2205,50.43,-127.48
2206,50.02,-113.71
2207,50.22,-60.67
2208,50.42,-125.50
2209,52.45,-114.93
2210,56.63,-131.08
2211,44.17,-81.62
2212,67.55,-64.03
2213,44.37,-64.30
2214,50.33,-127.97
2215,49.38,-107.78
2216,51.95,-68.13
2217,47.57,-70.55
2218,46.37,-72.68
2219,51.50,-102.97
2220,50.95,-112.19
2221,53.55,-77.67
2222,53.37,-120.25
2223,50.37,-114.42
2224,54.77,-112.02
2225,52.02,-107.03
2226,45.03,-74.72
2227,52.23,-121.48
2228,45.75,-75.33
2229,51.42,-114.17
2230,54.38,-117.40
2231,58.19,-103.71
2232,49.38,-123.18
2233,48.37,-123.56
2234,55.18,-129.05
2235,49.15,-123.15
2236,50.85,-115.25
2237,51.52,-109.18
2238,43.97,-80.97
2239,52.87,-102.40
2240,45.17,-73.92
2241,45.38,-75.72
2242,44.95,-64.00
2243,49.48,-75.30
2244,50.48,-99.90
2245,47.57,-69.52
2246,53.87,-109.98
2247,53.48,-113.52
2248,43.10,-80.58
2249,56.53,-76.52
2250,44.08,-81.68
2251,46.73,-72.57
2252,44.85,-79.87
2253,45.58,-61.38
2254,51.26,-102.46
2255,49.83,-102.28
2256,62.71,-109.17
2257,49.28,-121.24
2258,50.08,-66.38
2259,48.18,-70.05
2260,56.25,-121.03
2261,45.65,-62.72
2262,48.65,-58.98
2263,49.65,-100.25
2264,45.38,-72.50
2265,45.97,-81.92
2266,45.00,-75.63
2267,47.03,-70.92
2268,50.97,-114.62
2269,49.28,-73.36
2270,45.22,-61.18
2271,50.48,-114.90
2272,47.03,-76.53
2273,50.12,-113.11
2274,57.35,-107.13
2275,48.48,-71.78
2276,69.16,-140.15
2277,48.83,-125.15
2278,48.76,-86.34
2279,48.72,-86.40
2280,45.48,-62.42
2281,42.83,-79.62
2282,48.93,-89.25
2283,56.73,-121.80
2284,46.79,-71.39
2285,44.23,-80.13
2286,45.58,-79.60
2287,58.47,-78.08
2288,50.12,-97.17
2289,46.38,-79.40
2290,50.99,-113.30
2291,46.15,-67.57
2292,53.33,-104.00
2293,56.85,-101.07
2294,46.50,-84.28
2295,43.82,-79.25
2296,45.10,-75.23
2297,53.55,-107.57
2298,43.68,-79.63
2299,54.42,-110.28
2300,56.25,-96.10
2301,65.48,-110.37
2302,47.30,-81.45
2303,49.02,-122.78
2304,44.38,-80.53
2305,49.88,-125.65
2306,42.98,-81.20
2307,51.87,-102.07
2308,49.28,-122.92
2309,49.94,-119.40
2310,46.90,-71.15
2311,52.74,-112.86
2312,53.35,-104.02
2313,46.67,-64.87
2314,49.34,-124.39
2315,49.83,-114.25
2316,50.30,-122.74
2317,45.55,-77.10
2318,61.52,-132.27
2319,43.93,-79.33
2320,44.15,-76.65
2321,45.37,-63.27
2322,52.33,-105.00
2323,61.18,-113.69
2324,53.55,-117.22
2325,49.87,-56.78
2326,48.45,-71.67
2327,49.02,-105.02
2328,58.43,-130.01
2329,53.97,-97.85
2330,43.92,-77.03
2331,45.08,-64.73
2332,51.23,-111.65
2333,55.75,-120.22
2334,51.62,-106.95
2335,58.38,-116.03
2336,49.35,-123.12
2337,46.27,-75.99
2338,51.03,-95.70
2339,48.40,-70.53
2340,46.42,-63.33
2341,68.54,-89.80
2342,45.17,-67.30
2343,45.00,-75.63
2344,49.88,-125.13
2345,51.50,-109.17
2346,50.52,-101.15
2347,45.87,-66.53
2348,47.23,-71.63
2349,49.98,-106.93
2350,54.03,-132.13
2351,50.67,-119.30
2352,45.55,-73.17
2353,49.45,-53.98
2354,48.87,-123.50
2355,46.80,-65.80
2356,43.78,-79.51
2357,49.95,-125.27
2358,45.06,-73.80
2359,49.58,-114.42
2360,51.22,-114.20
2361,61.37,-139.03
2362,53.29,-114.32
2363,64.23,-76.53
2364,53.26,-105.55
2365,49.10,-122.30
2366,50.60,-103.25
2367,49.75,-125.29
2368,53.30,-113.30
2369,50.50,-122.98
2370,48.03,-65.27
2371,48.80,-91.58
2372,49.52,-108.75
2373,49.05,-125.43
2374,50.16,-60.06
2375,61.97,-128.20
2376,54.59,-120.01
2377,48.83,-124.12
2378,51.57,-108.17
2379,50.26,-119.31
2380,50.28,-113.35
2381,49.30,-117.63
2382,46.17,-60.05
2383,49.28,-122.58
2384,51.15,-103.89
2385,48.38,-64.53
2386,57.65,-95.67
2387,49.53,-101.70
2388,56.12,-103.75
2389,43.88,-79.27
2390,50.80,-126.00
2391,51.65,-121.30
2392,42.85,-79.77
2393,56.30,-116.43
2394,48.79,-125.22
2395,52.00,-121.00
2396,49.13,-66.47
2397,48.52,-123.38
2398,43.78,-79.35
2399,45.72,-60.23
2400,50.68,-127.37
2401,43.48,-79.89
2402,48.07,-69.56
2403,51.28,-98.40
2404,63.18,-130.17
2405,45.52,-79.30
2406,48.62,-90.58
2407,46.62,-83.17
2408,57.90,-131.17
2409,51.90,-124.60
