,Latitude,Longitude
2410,49.49,-117.31
2411,49.58,-115.88
2412,45.35,-79.27
2413,55.08,-59.17
2414,44.73,-62.95
2415,49.27,-123.17
2416,48.88,-123.35
2417,44.10,-79.48
2418,51.19,-97.47
2419,54.97,-124.25
2420,48.43,-123.38
2421,60.93,-129.22
2422,49.15,-123.12
2423,49.92,-97.15
2424,44.62,-79.42
2425,49.32,-69.58
2426,52.77,-108.25
2427,49.20,-124.75
2428,45.77,-73.37
2429,67.82,-115.14
2430,43.93,-78.87
2431,47.70,-70.22
2432,49.17,-123.09
2433,50.17,-115.42
2434,49.46,-119.60
2435,49.88,-97.15
2436,66.23,-137.28
2437,49.17,-119.56
2438,49.17,-104.58
2439,45.17,-73.68
2440,52.36,-97.02
2441,62.24,-92.60
2442,43.97,-79.52
2443,50.40,-107.40
2444,50.30,-119.27
2445,50.23,-99.47
2446,66.08,-118.03
2447,47.62,-53.73
2448,50.18,-66.63
2449,47.32,-71.15
2450,45.10,-79.48
2451,50.58,-101.27
2452,49.65,-114.50
2453,56.54,-76.52
2454,45.88,-74.07
2455,44.13,-64.93
2456,49.20,-108.57
2457,49.58,-119.57
2458,43.07,-81.00
2459,45.28,-71.20
2460,51.17,-100.48
2461,52.02,-110.55
2462,43.00,-82.31
2463,46.53,-73.15
2464,58.65,-124.65
2465,56.65,-130.45
2466,52.82,-102.32
2467,45.05,-72.87
2468,43.17,-79.83
2469,49.46,-97.01
2470,44.32,-79.87
2471,48.87,-123.28
2472,49.83,-92.82
2473,46.40,-72.37
2474,49.42,-99.17
2475,44.77,-63.83
2476,46.99,-65.50
2477,50.13,-97.63
2478,45.33,-75.63
2479,49.47,-120.51
2480,48.47,-89.27
2481,45.63,-73.55
2482,49.52,-114.00
2483,54.52,-128.57
2484,53.92,-102.37
2485,53.72,-114.10
2486,48.08,-73.12
2487,43.65,-79.73
2488,49.67,-120.33
2489,49.08,-123.05
2490,50.47,-107.27
2491,50.55,-119.15
2492,59.22,-109.70
2493,44.12,-79.50
2494,48.58,-56.65
2495,49.47,-123.81
2496,54.03,-132.18
2497,45.62,-76.47
2498,45.40,-75.67
2499,50.03,-85.27
2500,50.48,-114.17
2501,49.65,-112.76
2502,43.68,-80.40
2503,49.35,-123.07
2504,58.12,-103.20
2505,45.18,-67.27
2506,54.08,-124.85
2507,45.23,-81.53
2508,49.41,-82.47
2509,49.32,-57.40
2510,49.00,-101.63
2511,44.63,-63.58
2512,49.53,-109.88
2513,46.50,-65.27
2514,49.37,-124.93
2515,45.98,-74.00
2516,43.93,-60.00
2517,52.52,-114.73
2518,54.63,-113.38
2519,49.87,-111.38
2520,48.72,-79.37
2521,45.03,-80.37
2522,54.57,-113.68
2523,50.22,-113.02
2524,44.83,-65.30
2525,49.33,-117.67
2526,44.77,-79.70
2527,51.37,-105.80
2528,52.42,-105.15
2529,56.83,-117.57
2530,49.32,-103.97
2531,51.80,-104.85
2532,46.62,-73.87
2533,42.87,-80.55
2534,51.20,-118.38
2535,61.58,-64.65
2536,50.87,-98.13
2537,58.42,-130.03
2538,60.17,-132.75
2539,54.18,-119.40
2540,45.35,-60.98
2541,45.26,-75.36
2542,45.63,-72.35
2543,49.93,-101.97
2544,43.62,-79.35
2545,51.01,-118.22
2546,46.23,-64.53
2547,45.42,-75.55
2548,52.65,-56.87
2549,50.11,-120.80
2550,49.23,-99.85
2551,49.57,-113.05
2552,46.05,-70.80
2553,49.05,-112.82
2554,49.72,-123.53
2555,49.12,-113.73
2556,53.55,-64.10
2557,46.35,-70.65
2558,47.88,-73.80
2559,45.32,-73.95
2560,64.91,-125.57
2561,50.15,-112.78
2562,46.16,-62.88
2563,50.37,-104.17
2564,46.52,-65.28
2565,50.10,-111.21
2566,48.18,-56.17
2567,44.73,-62.88
2568,43.77,-79.17
2569,50.65,-128.00
2570,51.92,-113.78
2571,49.88,-124.55
2572,50.28,-107.75
2573,49.92,-97.23
2574,54.43,-114.43
2575,50.78,-103.80
2576,49.38,-122.87
2577,55.20,-116.42
2578,51.73,-120.00
2579,51.47,-120.73
2580,41.78,-82.68
2581,48.84,-72.55
2582,59.52,-136.47
2583,51.07,-121.33
2584,45.40,-71.08
2585,47.63,-65.74
2586,46.20,-60.27
2587,51.33,-107.23
2588,56.63,-117.35
2589,50.12,-113.75
2590,49.28,-122.48
2591,61.33,-129.33
2592,53.62,-113.62
2593,70.73,-117.78
2594,51.07,-99.78
2595,49.35,-124.16
2596,50.48,-100.72
2597,42.85,-80.98
2598,49.25,-122.62
2599,52.13,-106.63
2600,56.95,-117.63
2601,47.62,-59.15
2602,53.42,-111.73
2603,48.42,-77.47
2604,48.42,-123.48
2605,53.02,-106.02
2606,53.30,-110.00
2607,46.30,-83.75
2608,50.12,-99.93
2609,45.62,-79.88
2610,41.78,-82.68
2611,47.80,-69.45
2612,50.55,-125.37
2613,51.82,-102.72
2614,49.87,-119.42
2615,45.53,-62.95
2616,45.38,-78.90
2617,50.79,-114.21
2618,42.98,-81.64
2619,48.41,-89.28
2620,45.82,-70.40
2621,49.22,-122.68
2622,43.93,-60.01
2623,48.42,-58.50
2624,43.00,-81.03
2625,49.27,-123.10
2626,49.08,-123.07
2627,49.20,-122.03
2628,46.08,-72.83
2629,55.40,-116.48
2630,49.83,-92.74
2631,46.10,-71.58
2632,42.43,-82.27
2633,45.85,-73.70
2634,50.73,-71.05
2635,49.52,-114.00
2636,45.30,-75.73
2637,54.65,-126.83
2638,54.67,-103.40
2639,45.52,-73.67
2640,50.43,-101.30
2641,45.66,-79.40
2642,58.55,-125.48
2643,45.07,-72.68
2644,49.18,-123.97
2645,47.42,-82.32
2646,50.52,-103.88
2647,50.33,-103.68
2648,45.13,-79.38
2649,44.55,-64.25
2650,44.17,-77.80
2651,46.59,-66.01
2652,44.42,-76.32
2653,44.46,-78.13
2654,49.82,-92.85
2655,55.43,-116.50
2656,54.29,-130.44
2657,53.65,-113.37
2658,45.48,-71.67
2659,48.68,-74.02
2660,45.15,-72.63
2661,52.35,-110.73
2662,53.57,-115.12
2663,47.27,-67.25
2664,49.03,-122.30
2665,45.85,-64.38
2666,51.55,-67.43
2667,45.03,-63.40
2668,45.58,-71.12
2669,50.50,-119.22
2670,46.41,-63.35
2671,42.25,-81.90
2672,50.08,-90.85
2673,43.17,-79.94
2674,46.80,-71.27
2675,57.73,-117.01
2676,53.92,-112.28
2677,43.17,-79.93
2678,49.25,-87.82
2679,51.18,-115.57
2680,44.40,-79.63
2681,44.73,-64.46
2682,44.40,-76.58
2683,67.03,-62.73
2684,49.91,-99.95
2685,49.02,-115.08
2686,49.99,-110.26
2687,54.13,-108.52
2688,48.58,-78.17
2689,56.03,-121.91
2690,49.96,-119.38
2691,52.83,-123.08
2692,51.73,-101.90
2693,49.00,-118.77
2694,62.18,-75.67
2695,44.47,-80.42
2696,49.78,-119.72
2697,42.86,-80.72
2698,49.34,-117.73
2699,57.22,-121.47
2700,49.53,-96.77
2701,51.18,-120.12
2702,49.90,-125.63
2703,50.07,-82.17
2704,51.78,-106.40
2705,49.34,-124.98
2706,64.38,-140.60
2707,51.02,-114.10
2708,57.25,-105.60
2709,49.30,-117.63
2710,50.35,-99.81
2711,45.35,-63.30
2712,45.50,-74.37
2713,57.13,-115.07
2714,58.98,-110.44
2715,51.66,-85.90
2716,49.25,-122.88
2717,50.02,-113.63
2718,52.92,-105.80
2719,50.98,-102.42
2720,47.23,-54.02
2721,49.03,-97.56
2722,55.03,-115.62
2723,48.77,-123.30
2724,49.50,-121.25
2725,48.35,-89.68
2726,45.37,-71.67
2727,53.78,-76.78
2728,60.17,-132.73
2729,49.33,-100.85
2730,50.43,-99.90
2731,48.27,-71.68
2732,51.65,-120.10
2733,49.48,-92.00
2734,54.78,-118.23
2735,70.76,-117.81
2736,52.20,-114.87
2737,46.85,-73.65
2738,43.72,-79.32
2739,43.12,-79.38
2740,52.03,-112.97
2741,47.13,-53.67
2742,72.00,-125.27
2743,46.18,-61.20
2744,45.93,-70.48
2745,50.62,-126.88
2746,49.47,-125.08
2747,46.32,-79.47
2748,42.97,-79.26
2749,46.18,-77.65
2750,51.50,-90.15
2751,42.17,-82.83
2752,45.30,-75.98
2753,49.72,-113.40
2754,42.98,-81.22
2755,47.75,-64.72
2756,50.42,-73.88
2757,58.48,-125.40
2758,49.39,-123.54
2759,49.11,-123.30
2760,53.63,-111.68
2761,50.75,-114.75
2762,48.68,-93.83
2763,58.52,-117.10
2764,52.10,-106.60
2765,50.71,-99.53
2766,53.70,-103.35
2767,49.00,-125.00
2768,51.57,-104.58
2769,50.17,-113.65
2770,50.40,-109.43
2771,57.25,-105.60
2772,58.22,-132.27
2773,52.15,-119.28
2774,54.42,-117.74
2775,50.06,-119.45
2776,49.68,-123.17
2777,57.52,-113.75
2778,51.50,-120.62
2779,53.35,-112.97
2780,47.65,-72.27
2781,42.97,-80.07
2782,44.32,-78.17
2783,45.72,-65.53
2784,54.40,-126.67
2785,53.88,-122.77
2786,46.53,-84.33
2787,50.90,-114.92
2788,49.05,-66.68
2789,59.20,-112.42
2790,50.08,-98.68
2791,54.07,-127.37
2792,51.08,-105.43
2793,75.38,-105.72
2794,52.07,-111.85
2795,49.00,-123.08
2796,45.00,-78.58
2797,48.82,-124.05
2798,49.48,-93.97
2799,45.40,-72.27
2800,49.40,-99.43
2801,46.65,-60.95
2802,50.08,-56.92
2803,45.07,-64.48
2804,71.92,-94.25
2805,52.03,-122.13
2806,49.18,-119.55
2807,43.35,-80.47
2808,48.37,-70.54
2809,52.38,-114.92
2810,50.40,-119.25
2811,49.73,-119.58
2812,52.12,-100.20
2813,62.37,-140.87
2814,45.58,-73.18
2815,49.29,-113.63
2816,49.45,-56.17
2817,46.03,-74.05
2818,46.25,-63.70
2819,50.73,-113.96
2820,49.25,-123.08
2821,48.82,-87.10
2822,51.10,-125.58
2823,49.37,-108.43
2824,44.50,-76.03
2825,43.95,-79.08
2826,49.95,-97.10
2827,49.12,-110.47
2828,51.20,-90.23
2829,48.95,-68.65
2830,55.40,-99.78
2831,57.26,-117.30
2832,54.72,-116.43
2833,44.05,-79.43
2834,48.57,-71.33
2835,51.38,-110.35
2836,46.33,-71.12
2837,53.82,-101.25
2838,47.03,-67.70
2839,44.97,-63.52
2840,54.30,-130.61
2841,49.80,-119.20
2842,47.82,-83.35
2843,49.52,-114.00
2844,81.33,-74.77
2845,48.42,-123.70
2846,43.95,-79.07
2847,47.23,-65.13
2848,50.42,-102.93
2849,44.58,-80.58
2850,49.33,-123.17
2851,54.90,-109.97
2852,53.58,-109.63
2853,53.40,-108.95
2854,49.13,-68.20
2855,53.03,-109.55
2856,49.86,-119.40
2857,53.31,-113.61
2858,54.35,-109.75
2859,54.34,-109.63
2860,45.73,-72.62
2861,49.45,-71.38
2862,62.46,-114.44
2863,50.10,-123.73
2864,51.97,-116.72
2865,46.05,-66.72
2866,49.03,-122.77
2867,56.78,-98.97
2868,68.42,-138.62
2869,43.99,-79.10
2870,49.75,-108.42
2871,56.58,-117.30
2872,49.27,-55.10
2873,42.95,-81.65
2874,49.45,-98.25
2875,43.19,-79.27
2876,68.78,-81.24
2877,49.92,-100.55
2878,53.48,-112.03
2879,43.80,-79.42
2880,54.03,-132.07
2881,50.52,-128.03
2882,45.23,-81.53
2883,58.40,-116.03
2884,48.13,-90.57
2885,49.58,-123.89
2886,55.58,-117.24
2887,44.23,-77.60
2888,44.17,-77.83
2889,68.49,-110.88
2890,49.30,-117.63
2891,45.18,-75.85
2892,48.83,-124.19
2893,54.35,-113.92
2894,51.45,-98.80
2895,51.57,-121.15
2896,67.72,-104.47
2897,45.70,-63.18
2898,63.21,-123.44
2899,49.77,-74.53
2900,46.10,-71.35
2901,52.85,-103.73
2902,49.78,-86.93
2903,60.24,-123.47
2904,51.21,-97.57
2905,45.58,-76.68
2906,44.88,-75.93
2907,48.70,-85.88
2908,48.42,-71.05
2909,46.02,-60.67
2910,47.80,-69.55
2911,53.87,-117.55
2912,51.18,-104.87
2913,53.40,-117.58
2914,52.31,-113.79
2915,51.93,-131.02
2916,53.55,-114.11
2917,76.24,-119.35
2918,51.25,-127.84
2919,53.57,-113.52
2920,50.65,-127.98
2921,51.28,-115.90
2922,47.83,-59.20
2923,49.07,-104.25
2924,49.50,-115.37
2925,46.82,-71.92
2926,62.51,-64.52
2927,64.06,-139.13
2928,50.40,-104.57
2929,56.42,-118.60
2930,43.15,-81.83
2931,52.75,-114.28
2932,44.07,-79.43
2933,49.30,-68.40
2934,50.67,-97.65
2935,52.20,-87.93
2936,42.42,-82.18
2937,46.32,-64.57
2938,50.25,-63.60
2939,48.83,-64.48
2940,58.68,-123.72
2941,43.13,-80.77
2942,49.61,-115.78
2943,51.58,-113.35
2944,49.88,-97.47
2945,44.10,-76.85
2946,50.47,-96.00
2947,43.92,-80.05
2948,68.83,-95.32
2949,56.23,-120.68
2950,49.69,-125.03
2951,49.34,-101.45
2952,49.68,-119.53
2953,50.14,-123.11
2954,60.72,-135.05
2955,50.72,-101.90
2956,47.58,-57.10
2957,50.95,-107.15
2958,51.13,-106.58
2959,45.33,-63.17
2960,45.88,-72.77
2961,51.48,-107.05
2962,52.45,-126.30
2963,46.07,-76.05
2964,45.15,-75.90
2965,50.78,-112.47
2966,47.45,-70.45
2967,43.83,-77.15
2968,51.78,-119.33
2969,61.80,-73.95
2970,56.45,-111.03
2971,53.88,-124.58
2972,51.38,-56.10
2973,47.44,-65.60
2974,73.03,-84.55
2975,48.37,-89.32
2976,52.14,-106.62
2977,48.32,-89.38
2978,49.87,-99.35
2979,47.01,-65.47
2980,49.30,-123.01
2981,50.72,-56.11
2982,49.08,-112.05
2983,48.35,-123.63
2984,49.95,-114.53
2985,54.45,-113.98
2986,45.67,-62.78
2987,51.72,-110.80
2988,53.42,-113.55
2989,53.52,-113.60
2990,49.43,-122.52
2991,53.45,-117.82
2992,49.48,-120.73
2993,50.68,-108.68
2994,46.77,-65.00
2995,46.16,-60.05
2996,52.25,-114.22
2997,48.65,-123.63
2998,51.47,-109.17
2999,48.17,-52.94
3000,48.87,-67.45
3001,48.25,-70.40
3002,67.55,-64.03
3003,46.87,-71.37
3004,44.88,-64.22
3005,74.14,-119.99
3006,56.03,-96.53
3007,57.53,-130.20
3008,42.20,-82.20
3009,45.92,-74.27
3010,44.27,-81.37
3011,50.25,-119.27
3012,53.50,-101.33
3013,46.47,-81.03
3014,42.89,-80.85
3015,54.11,-116.63
3016,53.23,-123.60
3017,50.00,-109.47
3018,46.79,-65.01
3019,56.08,-114.65
3020,43.92,-78.88
3021,51.65,-121.27
3022,50.52,-108.45
3023,53.81,-115.94
3024,56.86,-101.08
3025,45.87,-65.30
3026,49.91,-97.16
3027,63.32,-139.43
3028,46.55,-70.82
3029,48.84,-123.32
3030,46.36,-79.42
3031,49.25,-123.18
3032,45.12,-64.18
3033,46.08,-79.40
3034,49.18,-121.95
3035,42.03,-82.90
3036,49.23,-123.18
3037,64.10,-139.75
3038,46.22,-82.07
3039,47.98,-55.82
3040,44.30,-64.38
3041,50.22,-103.25
3042,49.00,-105.42
3043,50.93,-119.22
3044,53.08,-109.30
3045,49.59,-117.21
3046,82.50,-62.33
3047,49.83,-112.82
3048,45.63,-82.95
3049,48.95,-125.53
3050,44.35,-78.30
3051,44.98,-64.92
3052,46.20,-62.67
3053,51.60,-127.50
3054,43.75,-79.27
3055,49.72,-124.90
3056,49.48,-105.03
3057,51.58,-56.72
3058,49.22,-123.07
3059,55.50,-114.70
3060,43.22,-81.23
3061,43.45,-80.38
3062,45.98,-77.43
3063,47.78,-68.33
3064,50.40,-112.68
3065,43.65,-79.52
3066,48.60,-123.47
3067,55.30,-111.98
3068,46.68,-80.02
3069,49.17,-99.52
3070,49.38,-123.28
3071,50.08,-105.35
3072,45.22,-73.02
3073,49.18,-123.19
3074,45.55,-66.53
3075,45.15,-72.82
3076,66.52,-86.22
3077,57.12,-116.50
3078,45.02,-64.97
3079,49.28,-123.12
3080,54.78,-127.08
3081,43.97,-78.17
3082,66.45,-136.72
3083,50.42,-99.03
3084,50.43,-104.67
3085,44.47,-64.38
3086,51.50,-105.85
3087,54.19,-116.25
3088,44.23,-80.22
3089,47.45,-53.07
3090,49.20,-113.30
3091,45.43,-75.70
3092,46.02,-73.81
3093,48.23,-76.43
3094,46.18,-71.45
3095,47.10,-67.72
3096,45.60,-70.88
3097,49.22,-123.13
3098,49.25,-98.52
3099,55.42,-129.02
3100,50.40,-100.40
3101,42.68,-80.88
3102,50.65,-115.27
3103,53.08,-116.82
3104,63.62,-135.87
3105,46.07,-73.37
3106,49.82,-104.18
3107,44.77,-63.67
3108,56.23,-117.28
3109,51.14,-121.50
3110,51.57,-101.90
3111,48.43,-71.17
3112,45.32,-74.17
3113,49.37,-121.48
3114,50.05,-104.22
3115,47.62,-52.75
3116,43.43,-79.70
3117,49.91,-99.36
3118,61.87,-121.35
3119,53.82,-112.48
3120,44.52,-81.16
3121,50.50,-121.00
3122,49.50,-119.60
3123,49.42,-112.87
3124,52.75,-113.95
3125,53.57,-77.62
3126,49.56,-119.65
3127,44.15,-77.39
3128,56.03,-121.90
3129,47.32,-53.55
3130,49.28,-67.37
3131,53.37,-110.83
3132,52.03,-110.80
3133,58.85,-125.23
3134,45.63,-73.68
3135,57.25,-122.72
3136,50.73,-111.90
3137,60.85,-116.63
3138,60.12,-128.82
3139,49.92,-97.25
3140,52.83,-110.83
3141,49.28,-122.85
3142,48.85,-72.53
3143,49.05,-122.15
3144,48.70,-66.22
3145,45.30,-74.05
3146,43.13,-79.38
3147,48.97,-125.53
3148,58.20,-118.22
3149,48.23,-58.83
3150,46.22,-70.50
3151,42.28,-82.96
3152,43.03,-79.30
3153,54.01,-111.27
3154,49.17,-119.57
3155,49.13,-68.20
3156,43.10,-79.55
3157,51.30,-56.75
3158,48.33,-71.00
3159,54.82,-127.18
3160,52.85,-111.87
3161,49.91,-97.24
3162,50.95,-110.02
3163,45.38,-77.15
3164,42.67,-82.02
3165,52.38,-114.92
3166,47.95,-58.97
3167,49.90,-123.28
3168,44.07,-80.07
3169,47.07,-67.30
3170,43.88,-60.55
3171,53.98,-128.65
3172,49.23,-123.12
3173,45.63,-72.82
3174,49.18,-122.50
3175,45.65,-73.73
3176,50.20,-101.98
3177,47.03,-70.35
3178,50.60,-121.38
3179,51.70,-113.27
3180,52.10,-120.88
3181,63.33,-90.72
3182,44.08,-78.07
3183,74.53,-82.38
3184,59.25,-105.84
3185,69.55,-93.58
3186,58.97,-111.80
3187,49.32,-112.63
3188,48.25,-69.52
3189,60.17,-134.70
3190,49.48,-111.49
3191,55.20,-127.73
3192,53.58,-116.45
3193,51.60,-99.88
3194,50.13,-106.37
3195,48.42,-64.32
3196,49.02,-115.15
3197,56.63,-115.12
3198,54.15,-113.85
3199,50.23,-98.03
3200,43.85,-79.52
3201,43.48,-79.63
3202,49.68,-108.92
3203,50.17,-104.33
3204,69.43,-133.03
3205,51.23,-107.92
3206,50.30,-109.98
3207,49.40,-123.37
3208,46.97,-70.58
3209,52.92,-82.45
3210,65.62,-118.12
3211,48.00,-84.80
3212,45.97,-71.60
3213,50.67,-117.48
3214,43.48,-80.52
3215,55.87,-108.48
3216,43.75,-79.31
3217,46.42,-70.47
3218,53.44,-91.76
3219,50.18,-105.88
3220,46.38,-82.65
3221,49.00,-54.87
3222,49.57,-119.65
3223,54.82,-113.54
3224,49.98,-96.93
3225,49.47,-109.57
3226,50.17,-106.25
3227,46.85,-64.02
3228,65.28,-126.83
3229,47.97,-66.48
3230,48.78,-123.72
3231,45.22,-61.18
3232,50.12,-114.07
3233,50.43,-104.67
3234,48.70,-123.42
3235,52.83,-111.10
3236,43.44,-80.01
3237,52.39,-126.60
3238,60.17,-130.00
3239,49.38,-108.12
3240,54.99,-85.44
3241,50.42,-104.60
3242,56.12,-111.78
3243,43.87,-79.28
3244,45.65,-74.95
3245,49.38,-123.08
3246,45.20,-79.35
3247,48.73,-94.62
3248,54.82,-127.22
3249,49.85,-98.83
3250,47.97,-66.93
3251,48.14,-69.72
3252,49.00,-106.95
3253,52.40,-108.12
3254,50.82,-100.92
3255,50.60,-104.97
3256,47.50,-70.25
3257,49.65,-93.72
3258,46.35,-72.52
3259,49.38,-94.07
3260,50.28,-63.60
3261,57.60,-130.07
3262,47.30,-54.00
3263,54.95,-126.17
3264,56.53,-119.00
3265,50.15,-122.98
3266,56.47,-100.02
3267,62.35,-133.40
3268,46.19,-82.02
3269,45.13,-79.40
3270,54.92,-98.65
3271,55.83,-113.67
3272,59.25,-110.80
3273,53.42,-113.75
3274,58.73,-94.07
3275,52.30,-116.18
3276,43.03,-81.28
3277,51.73,-114.10
3278,45.50,-73.58
3279,44.38,-79.69
3280,45.40,-76.50
3281,50.10,-124.47
3282,52.18,-116.48
3283,50.63,-88.20
3284,46.13,-59.90
3285,46.32,-63.50
3286,49.98,-96.13
3287,59.30,-129.28
3288,49.65,-114.04
3289,53.12,-110.35
3290,47.48,-65.88
3291,58.84,-122.57
3292,47.62,-52.83
3293,45.02,-71.78
3294,42.53,-80.05
3295,49.63,-114.58
3296,43.08,-79.95
3297,60.47,-134.83
3298,79.99,-85.93
3299,49.05,-90.47
3300,45.68,-76.43
3301,53.43,-109.72
3302,62.63,-133.70
3303,55.92,-104.30
3304,42.90,-82.17
3305,49.82,-93.22
3306,48.93,-66.80
3307,50.60,-113.35
3308,49.07,-98.65
3309,46.28,-80.85
3310,49.17,-113.63
3311,49.65,-106.57
3312,50.57,-103.98
3313,44.29,-77.55
3314,60.73,-135.08
3315,54.55,-119.58
3316,45.61,-63.56
3317,46.83,-70.83
3318,45.95,-66.90
3319,55.43,-116.52
3320,48.28,-78.97
3321,49.42,-91.65
3322,43.20,-79.17
3323,43.97,-79.25
3324,55.72,-116.95
3325,48.75,-87.55
3326,48.15,-80.00
3327,45.88,-74.09
3328,51.08,-121.57
3329,60.00,-136.77
3330,47.27,-53.28
3331,46.87,-71.17
3332,55.84,-108.42
3333,49.21,-123.81
3334,47.87,-77.33
3335,52.67,-119.20
3336,56.50,-114.55
3337,46.71,-79.10
3338,53.50,-132.13
3339,49.27,-123.17
3340,54.57,-130.43
3341,54.06,-122.47
3342,49.15,-123.73
3343,68.97,-103.77
3344,47.28,-70.64
3345,55.94,-129.99
3346,50.74,-111.32
3347,44.35,-79.82
3348,50.37,-98.97
3349,49.45,-96.38
3350,51.13,-102.42
3351,52.65,-115.72
3352,50.08,-67.95
3353,49.75,-84.16
3354,49.48,-109.08
3355,49.50,-104.28
3356,63.55,-137.40
3357,46.48,-80.98
3358,51.00,-105.67
3359,49.87,-121.43
3360,47.01,-65.47
3361,43.23,-79.90
3362,44.52,-79.58
3363,46.53,-60.45
3364,51.52,-105.00
3365,51.26,-102.46
3366,50.85,-118.98
3367,48.05,-65.48
3368,43.65,-79.58
3369,49.75,-96.60
3370,45.95,-74.92
3371,46.05,-70.52
3372,48.56,-53.97
3373,46.95,-71.50
3374,52.63,-113.38
3375,55.91,-117.12
3376,49.97,-98.30
3377,52.88,-102.58
3378,51.07,-93.82
3379,49.03,-122.20
3380,45.57,-77.42
3381,45.38,-75.72
3382,49.25,-122.92
3383,61.87,-121.35
3384,52.77,-106.90
3385,54.07,-114.80
3386,45.38,-75.75
3387,48.16,-65.84
3388,49.62,-114.22
3389,60.12,-128.83
3390,49.22,-57.40
3391,49.08,-123.02
3392,50.05,-98.90
3393,50.78,-87.98
3394,51.10,-114.37
3395,45.60,-64.95
3396,51.02,-111.03
3397,56.62,-110.50
3398,49.33,-123.26
3399,49.73,-112.78
3400,53.45,-113.48
3401,45.92,-64.52
3402,48.68,-66.78
3403,55.73,-97.85
3404,61.10,-94.07
3405,44.08,-77.38
3406,49.44,-122.97
3407,44.12,-77.53
3408,47.57,-59.17
3409,53.06,-93.34
3410,47.13,-54.07
3411,50.02,-110.72
3412,46.13,-61.33
3413,50.73,-113.60
3414,43.18,-80.45
3415,53.03,-105.10
3416,44.60,-63.53
3417,53.35,-110.33
3418,51.30,-98.62
3419,44.92,-76.05
3420,49.13,-122.85
3421,50.37,-118.77
3422,67.57,-139.84
3423,51.83,-114.52
3424,48.87,-64.45
3425,53.30,-132.42
3426,50.29,-88.91
3427,60.71,-135.03
3428,44.12,-79.10
3429,47.28,-63.82
3430,45.43,-71.68
3431,49.68,-114.12
3432,59.63,-117.78
3433,52.02,-122.52
3434,47.20,-52.95
3435,48.95,-57.95
3436,46.34,-63.17
3437,47.88,-68.70
3438,50.12,-113.33
3439,50.68,-120.25
3440,54.08,-117.40
3441,46.27,-83.35
3442,46.27,-63.58
3443,53.97,-122.93
3444,46.65,-67.58
3445,51.65,-113.30
3446,51.12,-115.47
3447,54.47,-128.58
3448,43.47,-81.18
3449,58.77,-111.12
3450,45.27,-71.43
3451,49.70,-86.87
3452,49.13,-125.13
3453,57.65,-114.53
3454,49.30,-100.32
3455,56.22,-100.58
3456,60.42,-64.85
3457,47.16,-67.83
3458,53.25,-131.81
3459,45.37,-71.60
3460,44.08,-80.18
3461,51.70,-116.64
3462,52.38,-111.80
3463,63.38,-136.68
3464,47.16,-67.83
3465,54.37,-110.87
3466,48.92,-125.53
3467,44.15,-76.93
3468,49.38,-104.65
3469,49.92,-97.23
3470,43.33,-81.72
3471,55.42,-128.42
3472,46.20,-82.23
3473,51.12,-106.60
3474,49.37,-124.48
3475,60.82,-78.15
3476,50.42,-101.23
3477,53.78,-112.98
3478,49.41,-82.47
3479,50.87,-121.83
3480,50.37,-109.35
3481,43.77,-79.42
3482,44.77,-79.33
3483,68.50,-113.22
3484,43.82,-79.13
3485,49.08,-113.87
3486,44.03,-77.05
3487,50.67,-100.55
3488,53.85,-111.84
3489,52.85,-105.78
3490,54.75,-110.05
3491,46.48,-72.05
3492,63.35,-90.73
3493,49.83,-92.75
3494,45.83,-72.00
3495,46.07,-70.97
3496,46.38,-67.70
3497,49.35,-119.53
3498,47.68,-55.43
3499,54.50,-105.53
3500,49.98,-97.25
3501,49.15,-55.35
3502,41.95,-82.52
3503,45.30,-71.40
3504,52.13,-111.90
3505,45.92,-82.27
3506,51.38,-116.53
3507,51.90,-115.38
3508,68.66,-95.87
3509,48.75,-123.22
3510,50.42,-104.58
3511,50.12,-96.02
3512,51.07,-93.79
3513,67.55,-64.03
3514,45.03,-80.37
3515,76.42,-107.82
3516,47.40,-72.78
3517,48.53,-123.37
3518,44.52,-80.47
3519,54.28,-112.50
3520,48.95,-57.95
3521,48.42,-123.39
3522,44.98,-64.10
3523,49.25,-122.82
3524,45.45,-71.15
3525,60.68,-111.87
3526,54.28,-111.45
3527,50.70,-120.38
3528,50.63,-115.28
3529,49.90,-119.47
3530,49.12,-120.87
3531,48.60,-71.72
3532,45.83,-79.38
3533,52.40,-115.20
3534,62.83,-69.92
3535,48.87,-123.32
3536,49.43,-96.47
3537,50.09,-122.96
3538,49.30,-113.36
3539,50.92,-127.95
3540,51.96,-113.19
3541,69.93,-131.40
3542,52.47,-112.12
3543,54.40,-109.23
3544,50.14,-93.98
3545,48.18,-65.35
3546,47.46,-66.42
3547,45.48,-73.55
3548,52.42,-121.97
3549,56.12,-117.89
3550,53.45,-114.47
3551,49.70,-114.92
3552,43.68,-79.38
3553,49.92,-110.92
3554,47.68,-70.25
3555,50.90,-114.70
3556,50.07,-96.18
3557,45.93,-81.90
3558,49.10,-121.63
3559,50.47,-121.02
3560,62.12,-74.62
3561,49.27,-122.87
3562,49.20,-123.05
3563,52.08,-115.00
3564,50.93,-105.70
3565,43.87,-79.93
3566,45.52,-75.78
3567,46.62,-67.62
3568,47.75,-56.93
3569,48.37,-89.32
3570,45.32,-65.98
3571,50.38,-125.95
3572,49.70,-123.16
3573,56.54,-79.25
3574,50.27,-98.67
